City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,mae sot,16.7167,98.5667,39.68,28,20,3.6,TH,1680338966
365,orgtrud,56.1832,40.6149,3.64,73,100,4.62,RU,1680338967
366,mae hong son,19.3003,97.9685,37.08,30,20,2.06,TH,1680338967
367,fomboni,-12.28,43.7425,28.77,71,100,4.43,KM,1680338967
368,providencia,28.7167,-111.5833,13.34,66,7,2.95,MX,1680338968
369,shelburne,44.0787,-80.2041,5.44,99,100,5.16,CA,1680338768
370,hamilton,39.1834,-84.5333,13.09,93,100,4.12,US,1680338518
371,seoul,37.5683,126.9778,25.66,19,20,5.14,KR,1680338731
372,ghanzi,-21.5667,21.7833,28.1,40,13,4.81,BW,1680338969
373,pangai,-19.8,-174.35,26.97,78,72,7.02,TO,1680338969
374,boa vista,2.8197,-60.6733,24.99,78,0,3.6,BR,1680338777
375,cambridge,43.3601,-80.3127,10.72,100,100,3.09,CA,1680338187
376,cornelio procopio,-23.1811,-50.6467,17.29,94,0,1.42,BR,1680338971
377,obzor,42.8167,27.8833,16.12,77,94,6.07,BG,1680338971
378,kabo,7.6994,18.629,35.04,32,88,2.8,CF,1680338971
379,halifax,44.6453,-63.5724,1.0,83,100,6.17,CA,1680338699
380,kaeo,-35.1,173.7833,20.74,95,100,2.21,NZ,1680338972
381,beroroha,-21.6667,45.1667,31.95,54,90,1.12,MG,1680338972
382,hobyo,5.3505,48.5268,30.79,62,87,4.02,SO,1680338972
383,kongolo,-5.3833,27.0,21.09,94,100,1.11,CD,1680338973
384,faanui,-16.4833,-151.75,28.08,72,92,3.42,PF,1680338973
385,lerwick,60.1545,-1.1494,7.0,75,99,2.18,GB,1680338974
386,russell,32.3502,-85.1999,20.6,88,0,2.06,US,1680338974
387,saint-joseph,-21.3667,55.6167,29.5,74,16,3.37,RE,1680338975
388,santiago,-33.4569,-70.6483,20.3,33,0,1.54,CL,1680338827
389,qom,34.6401,50.8764,16.37,11,0,9.22,IR,1680338829
390,fairbanks,64.8378,-147.7164,-7.02,73,100,3.09,US,1680338739
391,nelson bay,-32.7167,152.15,18.33,94,27,8.05,AU,1680338976
392,along,28.1667,94.7667,17.47,96,100,0.26,IN,1680338977
393,namibe,-15.1961,12.1522,25.55,74,36,1.99,AO,1680338977
394,severnyy,50.677,36.5532,5.02,86,75,6.0,RU,1680338977
395,porto novo,6.4965,2.6036,30.56,61,99,3.21,BJ,1680338978
396,ust-tarka,55.5672,75.705,-2.23,81,36,3.95,RU,1680338978
397,port blair,11.6667,92.75,30.02,70,40,3.6,IN,1680338978
398,buraydah,26.326,43.975,19.25,14,0,3.45,SA,1680338979
399,saint-pierre,-21.3393,55.4781,30.1,79,75,3.6,RE,1680338979
400,abha,18.2164,42.5053,20.14,52,40,3.09,SA,1680338979
401,barra patuca,15.8,-84.2833,24.78,78,20,4.89,HN,1680338980
402,bethel,41.3712,-73.414,11.46,83,100,1.54,US,1680338980
403,conakry,9.538,-13.6773,26.04,83,75,3.09,GN,1680338980
404,olutanga,7.3106,122.8464,28.59,72,86,3.07,PH,1680338981
405,shingu,33.7333,135.9833,15.28,70,100,0.68,JP,1680338981
406,luanda,-8.8368,13.2343,28.0,74,75,1.54,AO,1680338981
407,norilsk,69.3535,88.2027,-11.43,85,100,6.63,RU,1680338982
408,lazaro cardenas,17.9583,-102.2,22.73,77,0,1.93,MX,1680338982
409,ostrovnoy,68.0531,39.5131,-7.32,83,22,7.94,RU,1680338982
410,kushikino,31.7167,130.2667,19.7,70,100,0.26,JP,1680338983
411,varnavino,57.4035,45.0916,2.4,92,100,3.98,RU,1680338983
412,manakara,-22.1333,48.0167,27.92,72,54,2.48,MG,1680338983
413,fuxin,42.0156,121.6589,18.2,29,100,6.24,CN,1680338983
414,eydhafushi,5.1033,73.0708,28.51,65,2,3.29,MV,1680338984
415,lewistown,40.5992,-77.5714,13.23,93,75,0.0,US,1680338984
416,cam ranh,11.9214,109.1591,28.98,70,20,4.12,VN,1680338984
417,springbok,-29.6643,17.8865,25.32,15,0,4.63,ZA,1680338985
418,isparta,38.0,31.0,9.82,51,36,5.53,TR,1680338985
419,ende,-8.8432,121.6623,26.51,88,100,1.33,ID,1680338985
420,hamburg,53.55,10.0,7.11,93,100,7.2,DE,1680338986
421,raga,8.4596,25.678,32.63,8,100,3.48,SS,1680338536
422,college,64.8569,-147.8028,-7.03,71,75,3.09,US,1680338986
423,autun,46.95,4.3,7.15,95,100,4.09,FR,1680338987
424,zhigansk,66.7697,123.3711,-18.07,88,98,1.42,RU,1680338987
425,nouakchott,18.0858,-15.9785,23.96,23,0,6.69,MR,1680338987
426,sedro-woolley,48.5039,-122.2361,6.2,88,100,2.57,US,1680338987
427,kangavar,34.5043,47.9653,6.73,33,0,7.14,IR,1680338988
428,tazovskiy,67.4667,78.7,-1.16,93,100,8.45,RU,1680338988
429,jaipur,26.9167,75.8167,26.62,54,40,1.54,IN,1680338887
430,bouillante,16.1304,-61.7692,22.57,74,37,5.4,GP,1680338989
431,isangel,-19.55,169.2667,26.39,83,59,1.87,VU,1680338989
432,biak,-0.9131,122.8766,27.02,73,88,2.05,ID,1680338989
433,jumla,29.2747,82.1838,8.76,91,100,1.91,NP,1680338990
434,tiznit,29.5833,-9.5,24.62,23,0,1.11,MA,1680338990
435,iaciara,-14.0958,-46.6317,20.97,65,34,0.56,BR,1680338990
436,grakhovo,56.0502,51.9676,7.56,55,100,8.52,RU,1680338991
437,acapulco,16.8634,-99.8901,24.9,83,0,0.0,MX,1680338991
438,severo-kurilsk,50.6789,156.125,-0.25,79,3,5.06,RU,1680338991
439,hofn,64.2539,-15.2082,5.19,89,100,4.72,IS,1680338992
440,seguela,7.9611,-6.6731,27.01,67,18,3.27,CI,1680338992
441,high prairie,55.4334,-116.4858,-1.32,98,100,0.98,CA,1680338992
442,senanga,-16.1167,23.2667,26.91,55,54,2.96,ZM,1680338993
443,kasempa,-13.4584,25.8338,20.74,83,98,1.16,ZM,1680338993
444,tevriz,57.509,72.4042,2.53,59,100,5.34,RU,1680338994
445,batsfjord,70.6345,29.7185,-1.04,74,40,13.89,NO,1680338994
446,kalmunai,7.4167,81.8167,29.86,64,9,4.77,LK,1680338994
447,jibuti,11.5,42.5,29.51,49,100,1.0,DJ,1680338994
448,arica,-18.475,-70.3042,22.13,68,0,2.06,CL,1680338995
449,inuvik,68.3499,-133.7218,-14.58,58,40,4.63,CA,1680338995
450,ponta do sol,32.6667,-17.1,23.73,40,5,2.92,PT,1680338995
451,melnikovo,56.5558,84.085,-3.43,54,71,0.5,RU,1680338996
452,orlik,52.5178,99.825,-12.25,60,100,2.73,RU,1680338996
453,san juan,-31.5375,-68.5364,14.35,43,51,0.93,AR,1680338990
454,melita,49.2681,-100.9967,-15.26,99,95,2.98,CA,1680338767
455,bairiki,1.3292,172.9752,28.0,78,40,2.06,KI,1680338997
456,banda aceh,5.5577,95.3222,28.87,69,55,1.48,ID,1680338997
457,ratnagiri,16.9833,73.3,30.16,47,48,6.88,IN,1680338998
458,frankfort,-27.2667,28.4833,22.43,39,0,2.37,ZA,1680338998
459,abakaliki,6.3163,8.1169,29.78,58,100,2.31,NG,1680338998
460,cunen,15.3375,-91.0269,13.78,96,3,1.12,GT,1680338999
461,geraldton,-28.7667,114.6,25.23,65,6,6.69,AU,1680338999
462,chigorodo,7.6664,-76.6811,23.3,98,100,0.75,CO,1680339000
463,villa carlos paz,-31.4241,-64.4978,14.11,42,49,1.79,AR,1680339001
464,qinzhou,21.95,108.6167,24.15,85,98,1.93,CN,1680339001
465,vetluzhskiy,58.3902,45.4654,2.02,97,100,3.37,RU,1680339001
466,camabatela,-8.1881,15.375,22.78,70,91,1.69,AO,1680339002
467,anadyr,64.75,177.4833,-6.11,92,71,9.0,RU,1680339003
468,fort nelson,58.8053,-122.7002,-6.23,89,100,2.57,CA,1680338768
469,chulman,56.8479,124.9104,-8.6,93,100,4.96,RU,1680339003
470,banjar,-8.19,114.9675,25.69,92,100,1.74,ID,1680339004
471,tres lagoas,-20.7511,-51.6783,21.03,93,87,1.21,BR,1680339004
472,gananoque,44.3334,-76.1661,9.04,98,100,2.91,CA,1680339005
473,buin,-33.7333,-70.75,20.79,27,80,1.41,CL,1680339005
474,itacarambi,-15.1022,-44.0919,17.64,55,6,1.07,BR,1680339005
475,omsukchan,62.5333,155.8,-7.52,96,100,1.86,RU,1680339006
476,birobidzhan,48.8,132.95,10.22,34,7,1.93,RU,1680339006
477,necochea,-38.5473,-58.7368,8.94,78,49,2.19,AR,1680339007
478,miri,4.4148,114.0089,29.08,79,40,2.57,MY,1680339007
479,wadi maliz,36.4681,8.5495,22.85,29,100,2.58,TN,1680339007
480,nanortalik,60.1432,-45.2371,-7.58,92,93,1.2,GL,1680339008
481,bulawayo,-20.15,28.5833,25.79,43,0,2.71,ZW,1680339008
482,presque isle,46.6811,-68.0159,0.24,73,100,5.14,US,1680338783
483,agadir,30.4202,-9.5982,17.25,54,0,2.25,MA,1680339009
484,nemuro,43.3236,145.575,1.62,89,96,8.43,JP,1680339009
485,varna,43.2167,27.9167,16.83,63,20,2.06,BG,1680339009
486,pouembout,-21.1333,164.9,25.99,83,73,1.22,NC,1680338889
487,kruisfontein,-34.0033,24.7314,23.84,24,0,2.81,ZA,1680339010
488,san vicente,-26.6167,-54.1333,19.2,93,100,1.87,AR,1680338425
489,lima,-12.0432,-77.0282,23.28,85,40,5.14,PE,1680338923
490,huntsville,34.7304,-86.5861,21.3,92,100,6.69,US,1680338860
491,zig,40.127,-92.7663,2.16,67,0,10.8,US,1680339011
492,glenwood springs,39.5505,-107.3248,1.51,86,78,0.63,US,1680338838
493,san quintin,30.4833,-115.95,12.54,85,1,3.92,MX,1680338884
494,la ronge,55.1001,-105.2842,-6.86,79,20,3.6,CA,1680339012
495,bredy,52.4153,60.3411,2.02,96,45,5.01,RU,1680339013
496,quba,41.3626,48.5152,4.89,77,98,5.87,AZ,1680339013
497,basoko,1.2391,23.616,29.99,46,97,1.84,CD,1680339014
498,dulce grande,23.0,-102.1667,16.68,53,88,6.27,MX,1680339014
499,malakal,9.5334,31.6605,34.38,7,91,3.24,SS,1680339014
500,port keats,-14.25,129.55,28.87,66,100,2.87,AU,1680339015
501,el carmen de bolivar,9.7174,-75.1202,25.66,68,95,2.18,CO,1680339015
502,salgueiro,-8.0742,-39.1192,18.99,83,74,1.37,BR,1680339016
503,liberal,37.0431,-100.921,1.08,69,0,3.6,US,1680339016
504,havoysund,70.9963,24.6622,-1.87,79,100,10.12,NO,1680339017
505,juru,5.312,100.4423,33.97,66,20,6.17,MY,1680339017
506,galesong,-5.3166,119.3661,27.04,80,99,2.53,ID,1680339017
507,oktyabrskiy,54.4815,53.471,2.71,94,100,4.63,RU,1680339018
508,meiktila,20.8667,95.8667,38.32,17,2,6.06,MM,1680339018
509,kijang,35.2442,129.2139,20.85,63,100,6.51,KR,1680339019
510,pitimbu,-7.4706,-34.8086,23.33,81,15,3.81,BR,1680339019
511,dandong,40.1292,124.3947,18.82,20,83,3.8,CN,1680339019
512,mount gambier,-37.8333,140.7667,10.97,70,28,2.27,AU,1680339019
513,tatarsk,55.219,75.9828,-2.3,80,34,3.53,RU,1680339020
514,valparaiso,-33.0393,-71.6273,18.33,57,0,1.03,CL,1680338786
515,talas,38.6908,35.5538,5.37,61,75,1.03,TR,1680339020
516,ahipara,-35.1667,173.1667,18.49,95,100,0.81,NZ,1680339021
517,sassandra,4.95,-6.0833,27.94,76,31,2.44,CI,1680339021
518,mawlaik,23.6333,94.4167,27.24,49,100,1.85,MM,1680339022
519,hirado,33.3597,129.5531,15.66,75,100,9.73,JP,1680339022
520,karratha,-20.7377,116.8463,29.63,62,60,3.95,AU,1680339023
521,corowa,-36.0333,146.3833,16.9,58,12,0.49,AU,1680339024
522,stromness,58.965,-3.296,7.15,83,49,4.47,GB,1680339024
523,neryungri,56.6709,124.6491,-8.79,92,100,4.97,RU,1680339024
524,mariental,-24.6333,17.9667,27.66,15,0,2.83,NA,1680339025
525,santa isabel do rio negro,-0.4139,-65.0192,21.96,99,100,0.8,BR,1680339025
526,churachandpur,24.3333,93.6667,19.11,73,100,1.88,IN,1680339026
527,maniitsoq,65.4167,-52.9,-10.06,55,0,2.47,GL,1680339026
528,marki,52.3206,21.1047,10.7,92,75,3.6,PL,1680338523
529,antalaha,-14.9003,50.2788,30.25,58,97,5.28,MG,1680339027
530,jambusar,22.05,72.8,33.92,21,1,4.25,IN,1680339028
531,vulcan,45.3833,23.2667,7.38,90,100,1.09,RO,1680339028
532,dingle,10.9995,122.6711,29.88,57,89,4.69,PH,1680339028
533,los llanos de aridane,28.6585,-17.9182,20.86,43,0,5.66,ES,1680339029
534,nizhneivkino,58.194,49.5214,3.9,84,99,5.88,RU,1680339029
535,ust-omchug,61.15,149.6333,-9.69,94,74,3.13,RU,1680339030
536,nizhniy tsasuchey,50.5167,115.1333,2.83,32,97,8.64,RU,1680339030
537,amboasary,-25.0333,46.3833,29.93,59,100,2.86,MG,1680339031
538,alice springs,-23.7,133.8833,17.75,77,100,4.12,AU,1680339031
539,kuytun,54.3419,101.5036,-7.17,51,100,4.89,RU,1680339031
540,sarangani,5.4033,125.4636,28.07,72,100,0.72,PH,1680339032
541,coos bay,43.3665,-124.2179,8.88,93,100,6.17,US,1680338923
542,kargasok,59.0556,80.8572,-1.22,60,100,4.71,RU,1680339032
543,iguape,-24.7081,-47.5553,22.04,95,15,2.29,BR,1680339033
544,uzhur,55.3036,89.8339,-9.47,63,100,2.52,RU,1680339033
545,sulangan,11.1373,123.7228,28.35,73,100,3.12,PH,1680339033
546,vanimo,-2.6741,141.3028,26.68,82,100,2.23,PG,1680339034
547,yuksekova,37.5736,44.2872,-4.14,68,75,0.51,TR,1680339034
548,erenhot,43.6475,111.9767,19.62,11,100,1.98,CN,1680339034
549,mosetse,-20.75,26.65,28.08,40,0,3.31,BW,1680339034
550,muscat,23.6139,58.5922,30.01,45,57,3.48,OM,1680339035
551,tiarei,-17.5333,-149.3333,27.78,72,85,4.01,PF,1680339035
552,grand gaube,-20.0064,57.6608,30.22,68,1,3.13,MU,1680339035
553,varhaug,58.6147,5.6457,6.75,43,0,3.64,NO,1680339036
554,big rapids,43.6981,-85.4837,8.04,80,100,8.23,US,1680339036
555,farmington,36.7281,-108.2187,-1.0,59,0,2.57,US,1680338766
556,salalah,17.0151,54.0924,30.05,66,75,6.17,OM,1680339036
557,lakes entrance,-37.8811,147.981,14.53,65,16,2.21,AU,1680339037
558,kurilsk,45.2333,147.8833,0.25,89,100,3.86,RU,1680339037
559,nanchang,28.6833,115.8833,23.39,47,0,1.91,CN,1680339037
560,zyryanka,65.75,150.85,-17.96,94,100,2.44,RU,1680339038
561,marsabit,2.3284,37.9899,25.84,49,21,5.73,KE,1680339038
562,berlevag,70.8578,29.0864,-1.03,80,75,13.38,NO,1680339038
563,itaituba,-4.2761,-55.9836,22.4,100,100,0.84,BR,1680339039
564,north bend,43.4065,-124.2243,8.84,93,100,6.17,US,1680339039
565,sao miguel do araguaia,-13.275,-50.1628,21.83,91,7,0.57,BR,1680339040
